"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",0.124683534426901,0.0177788029463681,1200,7.01304439916589,3.88516162815267e-12
"TreatmentOxazepam",0.0349098232824748,0.0251957761750592,28,1.38554268143687,0.176825132433619
"StimulusHigh",0.148909460863335,0.0113592225562062,1200,13.1091243372089,8.62552017310762e-37
"ConditionOther",-0.0432215436500559,0.0113592225562062,1200,-3.80497375028906,0.0001489688799396
"IRI_EC_z",0.0118372589335064,0.010657071149622,28,1.11074222620032,0.276126981845205
"IRI_EC_z_OtherHigh",0.00497939095026934,0.00891360937110137,1200,0.558627907389898,0.576519910455339
"TreatmentOxazepam:StimulusHigh",0.0208482118538714,0.0163443815985552,1200,1.2755583151408,0.202358563909082
"TreatmentOxazepam:ConditionOther",-0.0439105536843177,0.0163443815985552,1200,-2.68658397502169,0.00731837324189438
"StimulusHigh:ConditionOther",-0.128975616434035,0.0180831478933522,1200,-7.13236529362512,1.70137375529889e-12
"TreatmentOxazepam:StimulusHigh:ConditionOther",0.016841532276309,0.0238519099134504,1200,0.706087367318618,0.480270864246902
